"","pr_dsI"
"502",4.55028564295019
"503",2.34154739697993
"504",0.584871818991504
"505",0.584871818991504
"506",0.584871818991504
"507",2.36192652869309
"508",9.23329023338864
"509",0.584871818991504
"510",5.09572710939061
"511",1.24906610082748
"512",0.584871818991504
"513",0.584871818991504
"514",0.584871818991504
"515",0.646483147426634
"516",0.584871818991504
"517",12.4202268015905
"518",11.4972699763018
"519",7.08555174745756
"520",7.50208034457621
"521",4.1715110441096
"522",6.19673614340679
"523",7.81945522186282
"524",1.89281276550721
"525",0.444773646444801
"526",0.373160853621154
"527",0.373160853621154
"528",0.373160853621154
"529",0.373160853621154
"530",0.373160853621154
"531",0.373160853621154
"532",0.373160853621154
"533",76.0102479734567
"534",4.50008738765339
"535",0.373160853621154
"536",0.373160853621154
"537",0.373160853621154
"538",0.373160853621154
"539",0.373160853621154
"540",0.373160853621154
"541",0.373160853621154
"542",52.3826218149895
"543",0.630698838508334
"544",0.467559535070507
"545",6.90466881086022
"546",13.8719808228229
"547",9.14216169573087
"548",1.24274355972369
"549",1.91823671606669
"550",5.29977992126059
"551",33.0235412956759
"552",7.35276264290262
"553",3.79928808101378
"554",-0.816355297136743
"555",-0.816355297136743
"556",-0.816355297136743
"557",-0.816355297136743
"558",0.795246332910953
"559",36.9052484476187
"560",-0.199033382426506
"561",-0.574428170720139
"562",1.11634343187682
"563",0.212174775423741
"564",1.87202591663879
"565",-0.816355297136743
"566",-0.816355297136743
"567",-0.816355297136743
"568",-0.816355297136743
"569",-0.816355297136743
"570",-0.816355297136743
"571",35.6113460636378
"572",-0.816355297136743
"573",-0.816355297136743
"574",-0.816355297136743
"575",-0.816355297136743
"576",6.97560097110147
"577",0.457431797681474
"578",-0.816355297136743
"579",1.77999869855294
"580",1.10533752361094
"581",0.540748617991144
"582",0.484319856034357
"583",0.484319856034357
"584",0.484319856034357
"585",0.484319856034357
"586",13.9499826114324
"587",22.9364033549323
"588",1.63236999212426
"589",5.74618956455319
"590",3.59513846495317
"591",1.61391640382068
"592",1.75231831609756
"593",0.849573178334911
"594",0.908888283596433
"595",4.78802696882816
"596",0.583806990699509
"597",0.484319856034357
"598",0.484319856034357
"599",0.484319856034357
"600",0.484319856034357
"601",0.484319856034357
"602",0.484319856034357
"603",0.484319856034357
"604",0.484319856034357
"605",0.484319856034357
"606",0.484319856034357
"607",0.484319856034357
"608",0.484319856034357
"609",0.484319856034357
"610",0.512538128472312
"611",0.512538128472312
"612",0.512538128472312
"613",0.512538128472312
"614",0.512538128472312
"615",0.512538128472312
"616",0.512538128472312
"617",0.512538128472312
"618",0.512538128472312
"619",0.512538128472312
"620",17.367305441182
"621",5.92991425610326
"622",0.512538128472312
"623",0.512538128472312
"624",0.512538128472312
"625",0.512538128472312
"626",0.512538128472312
"627",0.512538128472312
"628",0.512538128472312
"629",0.512538128472312
"630",0.512538128472312
"631",0.512538128472312
"632",0.512538128472312
"633",0.512538128472312
"634",0.512538128472312
"635",0.512538128472312
"636",1.65601620664592
"637",2.61984187493022
"638",0.512538128472312
"639",10.2085778093372
"640",-0.531002143493493
"641",-0.531002143493493
"642",0.727949493375606
"643",4.04294709103314
